model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V28,"[0, 0.75, 0.8, 1]",2.1560100366897146,"[38.36398224476854, 5.7704502219403935, 55.86556753329106]","[34.68354430379747, 5.5696202531645564, 59.74683544303797]","[65.6198347107438, 80.21978021978022, 71.96367763904654]","[64.23357664233576, 81.81818181818183, 74.15254237288136]"
V28,"[0, 0.8, 0.85, 1]",3.3050417487313712,"[44.13443246670894, 1.4584654407102093, 54.40710209258085]","[40.25316455696203, 2.5316455696202533, 57.21518987341773]","[67.52873563218391, 60.86956521739131, 72.26107226107226]","[66.66666666666666, 70.0, 74.33628318584071]"
V28,"[0, 0.85, 0.9, 1]",6.2596937525584835,"[45.59289790741915, 3.1705770450221937, 51.23652504755866]","[42.78481012658228, 2.0253164556962027, 55.18987341772152]","[67.31571627260084, 76.0, 72.02970297029702]","[66.86390532544378, 50.0, 75.22935779816514]"
V28,"[0, 0.45, 0.5, 1]",10.745027697272214,"[30.437539632213063, 0.9511731135066582, 68.61128725428028]","[29.620253164556964, 0.25316455696202533, 70.12658227848101]","[66.45833333333333, 46.666666666666664, 71.90388170055454]","[61.53846153846154, 100.0, 75.09025270758123]"
V28,"[0, 0.5, 0.55, 1]",4.575274856108776,"[31.388712745719722, 1.2048192771084338, 67.40646797717184]","[29.873417721518987, 1.0126582278481013, 69.11392405063292]","[65.85858585858585, 57.89473684210527, 72.15428033866415]","[61.86440677966102, 75.0, 75.0915750915751]"
V28,"[0, 0.55, 0.6, 1]",8.893617267290267,"[32.59353202282816, 1.014584654407102, 66.39188332276474]","[30.886075949367086, 0.7594936708860759, 68.35443037974683]","[65.56420233463035, 56.25, 72.39732569245463]","[62.295081967213115, 100.0, 74.81481481481481]"
V28,"[0, 0.6, 0.65, 1]",5.135040048972007,"[33.60811667723526, 1.2048192771084338, 65.18706404565631]","[31.645569620253166, 1.0126582278481013, 67.34177215189874]","[65.28301886792453, 52.63157894736842, 72.76264591439688]","[63.2, 75.0, 74.81203007518798]"
V28,"[0, 0.65, 0.7, 1]",4.870394488477544,"[34.812935954343686, 1.4584654407102093, 63.72859860494609]","[32.65822784810127, 0.5063291139240507, 66.83544303797468]","[64.84517304189436, 69.56521739130434, 72.83582089552239]","[63.565891472868216, 50.0, 75.0]"
V28,"[0, 0.7, 0.75, 1]",3.1137326504491476,"[36.2714013950539, 2.092580849714648, 61.63601775523146]","[33.164556962025316, 1.5189873417721518, 65.31645569620254]","[65.03496503496503, 75.75757575757575, 72.7366255144033]","[63.358778625954194, 83.33333333333334, 74.8062015503876]"
V28,"[0, 0.75, 0.8, 1]",2.1560100366897146,"[38.36398224476854, 5.7704502219403935, 55.86556753329106]","[34.68354430379747, 5.5696202531645564, 59.74683544303797]","[65.6198347107438, 80.21978021978022, 71.96367763904654]","[64.23357664233576, 81.81818181818183, 74.15254237288136]"
V28,"[0, 0.8, 0.85, 1]",3.3050417487313712,"[44.13443246670894, 1.4584654407102093, 54.40710209258085]","[40.25316455696203, 2.5316455696202533, 57.21518987341773]","[67.52873563218391, 60.86956521739131, 72.26107226107226]","[66.66666666666666, 70.0, 74.33628318584071]"
V28,"[0, 0.85, 0.9, 1]",6.2596937525584835,"[45.59289790741915, 3.1705770450221937, 51.23652504755866]","[42.78481012658228, 2.0253164556962027, 55.18987341772152]","[67.31571627260084, 76.0, 72.02970297029702]","[66.86390532544378, 50.0, 75.22935779816514]"
V28,"[0, 0.4, 0.5, 1]",8.609583724964576,"[29.23272035510463, 2.155992390615092, 68.61128725428028]","[28.607594936708864, 1.2658227848101267, 70.12658227848101]","[67.67895878524945, 41.17647058823529, 71.90388170055454]","[61.06194690265486, 80.0, 75.09025270758123]"
V28,"[0, 0.5, 0.6, 1]",6.484698481112962,"[31.388712745719722, 2.219403931515536, 66.39188332276474]","[29.873417721518987, 1.7721518987341773, 68.35443037974683]","[65.85858585858585, 57.14285714285714, 72.39732569245463]","[61.86440677966102, 85.71428571428571, 74.81481481481481]"
V28,"[0, 0.6, 0.7, 1]",2.53713193339401,"[33.60811667723526, 2.6632847178186427, 63.72859860494609]","[31.645569620253166, 1.5189873417721518, 66.83544303797468]","[65.28301886792453, 61.904761904761905, 72.83582089552239]","[63.2, 66.66666666666666, 75.0]"
V28,"[0, 0.7, 0.8, 1]",2.4563643401134145,"[36.2714013950539, 7.863031071655041, 55.86556753329106]","[33.164556962025316, 7.088607594936709, 59.74683544303797]","[65.03496503496503, 79.03225806451613, 71.96367763904654]","[63.358778625954194, 82.14285714285714, 74.15254237288136]"
V28,"[0, 0.8, 0.9, 1]",3.681697689154789,"[44.13443246670894, 4.629042485732404, 51.23652504755866]","[40.25316455696203, 4.556962025316456, 55.18987341772152]","[67.52873563218391, 71.23287671232876, 72.02970297029702]","[66.66666666666666, 61.111111111111114, 75.22935779816514]"
V28,"[0, 0.45, 0.55, 1]",6.388483704019438,"[30.437539632213063, 2.155992390615092, 67.40646797717184]","[29.620253164556964, 1.2658227848101267, 69.11392405063292]","[66.45833333333333, 52.94117647058824, 72.15428033866415]","[61.53846153846154, 80.0, 75.0915750915751]"
V28,"[0, 0.55, 0.65, 1]",6.842748694877434,"[32.59353202282816, 2.219403931515536, 65.18706404565631]","[30.886075949367086, 1.7721518987341773, 67.34177215189874]","[65.56420233463035, 54.285714285714285, 72.76264591439688]","[62.295081967213115, 85.71428571428571, 74.81203007518798]"
V28,"[0, 0.65, 0.75, 1]",2.0825746287778135,"[34.812935954343686, 3.551046290424857, 61.63601775523146]","[32.65822784810127, 2.0253164556962027, 65.31645569620254]","[64.84517304189436, 73.21428571428571, 72.7366255144033]","[63.565891472868216, 75.0, 74.8062015503876]"
V28,"[0, 0.75, 0.85, 1]",2.1052592335724065,"[38.36398224476854, 7.228915662650602, 54.40710209258085]","[34.68354430379747, 8.10126582278481, 57.21518987341773]","[65.6198347107438, 76.31578947368422, 72.26107226107226]","[64.23357664233576, 78.125, 74.33628318584071]"
V28,"[0, 0.85, 0.95, 1]",4.1331974964870035,"[45.59289790741915, 7.609384908053266, 46.797717184527585]","[42.78481012658228, 6.582278481012659, 50.63291139240506]","[67.31571627260084, 74.16666666666667, 71.95121951219512]","[66.86390532544378, 61.53846153846154, 76.0]"
V28,"[0, 0.4, 0.55, 1]",7.262864206575123,"[29.23272035510463, 3.3608116677235254, 67.40646797717184]","[28.607594936708864, 2.278481012658228, 69.11392405063292]","[67.67895878524945, 47.16981132075472, 72.15428033866415]","[61.06194690265486, 77.77777777777779, 75.0915750915751]"
V28,"[0, 0.55, 0.7, 1]",4.846656421587153,"[32.59353202282816, 3.6778693722257447, 63.72859860494609]","[30.886075949367086, 2.278481012658228, 66.83544303797468]","[65.56420233463035, 60.3448275862069, 72.83582089552239]","[62.295081967213115, 77.77777777777779, 75.0]"
V28,"[0, 0.7, 0.85, 1]",2.12032973840215,"[36.2714013950539, 9.32149651236525, 54.40710209258085]","[33.164556962025316, 9.620253164556962, 57.21518987341773]","[65.03496503496503, 76.19047619047619, 72.26107226107226]","[63.358778625954194, 78.94736842105263, 74.33628318584071]"
V28,"[0, 0.85, 1.0, 1]",1.3571995722665438,"[45.59289790741915, 54.40710209258085, 0]","[42.78481012658228, 57.21518987341773, 0]","[67.31571627260084, 72.26107226107226, 0]","[66.86390532544378, 74.33628318584071, 0]"
V28,"[0, 0.45, 0.6, 1]",7.460409171866025,"[30.437539632213063, 3.1705770450221937, 66.39188332276474]","[29.620253164556964, 2.0253164556962027, 68.35443037974683]","[66.45833333333333, 54.0, 72.39732569245463]","[61.53846153846154, 87.5, 74.81481481481481]"
V28,"[0, 0.6, 0.75, 1]",3.0855784643084974,"[33.60811667723526, 4.7558655675332915, 61.63601775523146]","[31.645569620253166, 3.0379746835443036, 65.31645569620254]","[65.28301886792453, 68.0, 72.7366255144033]","[63.2, 75.0, 74.8062015503876]"
V28,"[0, 0.75, 0.9, 1]",2.702020305287305,"[38.36398224476854, 10.399492707672795, 51.23652504755866]","[34.68354430379747, 10.126582278481013, 55.18987341772152]","[65.6198347107438, 76.21951219512195, 72.02970297029702]","[64.23357664233576, 72.5, 75.22935779816514]"
V28,"[0, 0.4, 0.6, 1]",7.836261022235284,"[29.23272035510463, 4.375396322130628, 66.39188332276474]","[28.607594936708864, 3.0379746835443036, 68.35443037974683]","[67.67895878524945, 49.275362318840585, 72.39732569245463]","[61.06194690265486, 83.33333333333334, 74.81481481481481]"
V28,"[0, 0.6, 0.8, 1]",2.791231491068772,"[33.60811667723526, 10.526315789473683, 55.86556753329106]","[31.645569620253166, 8.60759493670886, 59.74683544303797]","[65.28301886792453, 74.69879518072288, 71.96367763904654]","[63.2, 79.41176470588235, 74.15254237288136]"
V28,"[0, 0.8, 1.0, 1]",1.8022449198076487,"[44.13443246670894, 55.86556753329106, 0]","[40.25316455696203, 59.74683544303797, 0]","[67.52873563218391, 71.96367763904654, 0]","[66.66666666666666, 74.15254237288136, 0]"
V28,"[0, 0.45, 0.65, 1]",6.831469515947327,"[30.437539632213063, 4.375396322130628, 65.18706404565631]","[29.620253164556964, 3.0379746835443036, 67.34177215189874]","[66.45833333333333, 53.62318840579711, 72.76264591439688]","[61.53846153846154, 83.33333333333334, 74.81203007518798]"
V28,"[0, 0.65, 0.85, 1]",1.8627584014015848,"[34.812935954343686, 10.779961953075459, 54.40710209258085]","[32.65822784810127, 10.126582278481013, 57.21518987341773]","[64.84517304189436, 75.29411764705883, 72.26107226107226]","[63.565891472868216, 77.5, 74.33628318584071]"
V28,"[0, 0.85, 1, 1]",1.3571995722665438,"[45.59289790741915, 54.40710209258085, 0]","[42.78481012658228, 57.21518987341773, 0]","[67.31571627260084, 72.26107226107226, 0]","[66.86390532544378, 74.33628318584071, 0]"
V28,"[0, 0.4, 0.65, 1]",7.370968709311755,"[29.23272035510463, 5.580215599239061, 65.18706404565631]","[28.607594936708864, 4.050632911392405, 67.34177215189874]","[67.67895878524945, 50.0, 72.76264591439688]","[61.06194690265486, 81.25, 74.81203007518798]"
V28,"[0, 0.65, 0.9, 1]",2.4872519875164616,"[34.812935954343686, 13.950538998097652, 51.23652504755866]","[32.65822784810127, 12.151898734177214, 55.18987341772152]","[64.84517304189436, 75.45454545454545, 72.02970297029702]","[63.565891472868216, 72.91666666666666, 75.22935779816514]"
V28,"[0, 0.45, 0.7, 1]",5.710078780776871,"[30.437539632213063, 5.833861762840837, 63.72859860494609]","[29.620253164556964, 3.5443037974683547, 66.83544303797468]","[66.45833333333333, 57.608695652173914, 72.83582089552239]","[61.53846153846154, 78.57142857142857, 75.0]"
V28,"[0, 0.7, 0.95, 1]",2.80020903149586,"[36.2714013950539, 16.930881420418515, 46.797717184527585]","[33.164556962025316, 16.20253164556962, 50.63291139240506]","[65.03496503496503, 75.28089887640449, 71.95121951219512]","[63.358778625954194, 71.875, 76.0]"
V29,"[0, 0.4, 0.45, 1]",9.978234703660707,"[76.85478757133798, 0.3804692454026633, 22.764743183259352]","[79.24050632911393, 0.25316455696202533, 20.506329113924053]","[69.3069306930693, 50.0, 72.70194986072424]","[69.32907348242811, 100.0, 77.77777777777779]"
V29,"[0, 0.45, 0.5, 1]",7.070522903422831,"[77.23525681674064, 0.570703868103995, 22.194039315155358]","[79.49367088607595, 0.5063291139240507, 20.0]","[69.21182266009852, 66.66666666666666, 72.85714285714285]","[69.42675159235668, 100.0, 77.21518987341773]"
V29,"[0, 0.5, 0.55, 1]",1.6158598312008476,"[77.80596068484465, 0.12682308180088775, 22.06721623335447]","[80.0, 0.7594936708860759, 19.240506329113924]","[69.19315403422983, 100.0, 72.70114942528735]","[69.62025316455697, 100.0, 76.31578947368422]"
V29,"[0, 0.55, 0.6, 1]",2.5059718678352065,"[77.93278376664553, 0.8877615726062142, 21.179454660748256]","[80.75949367088607, 0.7594936708860759, 18.48101265822785]","[69.2432872253865, 71.42857142857143, 72.75449101796407]","[69.90595611285266, 66.66666666666666, 76.71232876712328]"
V29,"[0, 0.6, 0.65, 1]",3.5920768024593266,"[78.82054533925175, 1.9657577679137603, 19.213696892834495]","[81.51898734177216, 1.5189873417721518, 16.962025316455694]","[69.26790024135157, 70.96774193548387, 72.93729372937293]","[69.87577639751554, 83.33333333333334, 76.11940298507463]"
V29,"[0, 0.65, 0.7, 1]",3.966125571620166,"[80.78630310716551, 6.024096385542169, 13.189600507292326]","[83.0379746835443, 5.822784810126582, 11.139240506329113]","[69.30926216640503, 71.57894736842105, 73.5576923076923]","[70.1219512195122, 86.95652173913044, 70.45454545454545]"
V29,"[0, 0.7, 0.75, 1]",4.4543611875118385,"[86.81039949270767, 2.155992390615092, 11.033608116677234]","[88.86075949367088, 2.0253164556962027, 9.113924050632912]","[69.46676406135866, 73.52941176470588, 73.5632183908046]","[71.22507122507122, 87.5, 66.66666666666666]"
V29,"[0, 0.75, 0.8, 1]",5.79266888602273,"[88.96639188332276, 2.092580849714648, 8.941027266962587]","[90.88607594936708, 1.7721518987341773, 7.341772151898734]","[69.56521739130434, 69.6969696969697, 74.46808510638297]","[71.58774373259052, 42.857142857142854, 72.41379310344827]"
V29,"[0, 0.8, 0.85, 1]",15.553218353615568,"[91.05897273303741, 7.989854153455929, 0.9511731135066582]","[92.65822784810128, 7.088607594936709, 0.25316455696202533]","[69.5682451253482, 73.01587301587301, 86.66666666666667]","[71.03825136612022, 75.0, 0.0]"
V29,"[0, 0.85, 0.9, 1]",14.922688316967388,"[99.04882688649334, 0.9511731135066582, 0]","[99.74683544303798, 0.25316455696202533, 0]","[69.84635083226632, 86.66666666666667, 0]","[71.31979695431471, 0.0, 0]"
V29,"[0, 0.45, 0.5, 1]",7.070522903422831,"[77.23525681674064, 0.570703868103995, 22.194039315155358]","[79.49367088607595, 0.5063291139240507, 20.0]","[69.21182266009852, 66.66666666666666, 72.85714285714285]","[69.42675159235668, 100.0, 77.21518987341773]"
V29,"[0, 0.5, 0.55, 1]",1.6158598312008476,"[77.80596068484465, 0.12682308180088775, 22.06721623335447]","[80.0, 0.7594936708860759, 19.240506329113924]","[69.19315403422983, 100.0, 72.70114942528735]","[69.62025316455697, 100.0, 76.31578947368422]"
V29,"[0, 0.55, 0.6, 1]",2.5059718678352065,"[77.93278376664553, 0.8877615726062142, 21.179454660748256]","[80.75949367088607, 0.7594936708860759, 18.48101265822785]","[69.2432872253865, 71.42857142857143, 72.75449101796407]","[69.90595611285266, 66.66666666666666, 76.71232876712328]"
V29,"[0, 0.6, 0.65, 1]",3.5920768024593266,"[78.82054533925175, 1.9657577679137603, 19.213696892834495]","[81.51898734177216, 1.5189873417721518, 16.962025316455694]","[69.26790024135157, 70.96774193548387, 72.93729372937293]","[69.87577639751554, 83.33333333333334, 76.11940298507463]"
V29,"[0, 0.65, 0.7, 1]",3.966125571620166,"[80.78630310716551, 6.024096385542169, 13.189600507292326]","[83.0379746835443, 5.822784810126582, 11.139240506329113]","[69.30926216640503, 71.57894736842105, 73.5576923076923]","[70.1219512195122, 86.95652173913044, 70.45454545454545]"
V29,"[0, 0.7, 0.75, 1]",4.4543611875118385,"[86.81039949270767, 2.155992390615092, 11.033608116677234]","[88.86075949367088, 2.0253164556962027, 9.113924050632912]","[69.46676406135866, 73.52941176470588, 73.5632183908046]","[71.22507122507122, 87.5, 66.66666666666666]"
V29,"[0, 0.75, 0.8, 1]",5.79266888602273,"[88.96639188332276, 2.092580849714648, 8.941027266962587]","[90.88607594936708, 1.7721518987341773, 7.341772151898734]","[69.56521739130434, 69.6969696969697, 74.46808510638297]","[71.58774373259052, 42.857142857142854, 72.41379310344827]"
V29,"[0, 0.8, 0.85, 1]",15.553218353615568,"[91.05897273303741, 7.989854153455929, 0.9511731135066582]","[92.65822784810128, 7.088607594936709, 0.25316455696202533]","[69.5682451253482, 73.01587301587301, 86.66666666666667]","[71.03825136612022, 75.0, 0.0]"
V29,"[0, 0.85, 0.9, 1]",14.922688316967388,"[99.04882688649334, 0.9511731135066582, 0]","[99.74683544303798, 0.25316455696202533, 0]","[69.84635083226632, 86.66666666666667, 0]","[71.31979695431471, 0.0, 0]"
